player,season,team_one,team_two,team_three,games_played,toi,war_82,games_missed
JIM.VANDERMEER,2010-2011,EDM,none,none,62,1128.45,-0.95,20
JIRI.HUDLER,2010-2011,DET,none,none,83,1116.88,-0.01,-1
JIRI.TLUSTY,2010-2011,CAR,none,none,57,562.12,-0.16,25
JOCHEN.HECHT,2010-2011,BUF,none,none,68,1159.67,0.87,14
JODY.SHELLEY,2010-2011,PHI,none,none,60,366.45,-0.33,22
JOE.CALLAHAN,2010-2011,FLA,none,none,27,428.73,-0.21,55
JOE.CORVO,2010-2011,CAR,none,none,82,2033.05,0.27,0
JOEL.WARD,2010-2011,NSH,none,none,92,1610.03,1.32,-10
JOE.PAVELSKI,2010-2011,S.J,none,none,92,1834.87,5.46,-10
JOE.THORNTON,2010-2011,S.J,none,none,98,1990.2,2.07,-16
JOE.VITALE,2010-2011,PIT,none,none,9,95.15,-1.55,73
JOEY.CRABB,2010-2011,TOR,none,none,48,623.02,-0.92,34
JOFFREY.LUPUL,2010-2011,ANA,TOR,none,54,843.63,-1.37,28
JOHAN.FRANZEN,2010-2011,DET,none,none,84,1451.27,0.4,-2
JOHAN.HARJU,2010-2011,TBL,none,none,10,84.73,-0.08,72
JOHN.CARLSON,2010-2011,WSH,none,none,91,2066.6,0.59,-9
JOHN.ERSKINE,2010-2011,WSH,none,none,82,1215.85,0.24,0
JOHN.MADDEN,2010-2011,MIN,none,none,76,1165.78,-0.29,6
JOHN.MCCARTHY,2010-2011,S.J,none,none,37,323.48,-0.07,45
JOHN-MICHAEL.LILES,2010-2011,COL,none,none,76,1672.67,0.92,6
JOHN.MITCHELL,2010-2011,TOR,none,none,23,287.8,0.11,59
JOHNNY.BOYCHUK,2010-2011,BOS,none,none,94,1930.48,0.99,-12
JOHNNY.ODUYA,2010-2011,ATL,none,none,82,1699.28,0.06,0
JOHN.SCOTT,2010-2011,CHI,none,none,44,276.63,-0.63,38
JOHN.TAVARES,2010-2011,NYI,none,none,79,1520.75,0.15,3
JONAS.HOLOS,2010-2011,COL,none,none,39,703.98,-0.63,43
JONATHAN.ERICSSON,2010-2011,DET,none,none,85,1601,-0.02,-3
JONATHAN.TOEWS,2010-2011,CHI,none,none,87,1818.83,1.99,-5
JONATHON.BLUM,2010-2011,NSH,none,none,35,634.63,0.94,47
JONI.PITKANEN,2010-2011,CAR,none,none,72,1793.62,-1.28,10
JON.MATSUMOTO,2010-2011,CAR,none,none,13,91.9,-0.44,69
JON.SIM,2010-2011,NYI,none,none,34,387.73,-0.68,48
JORDAN.CARON,2010-2011,BOS,none,none,23,291.45,-1.03,59
JORDAN.EBERLE,2010-2011,EDM,none,none,69,1220.13,0.64,13
JORDAN.HENDRY,2010-2011,CHI,none,none,37,395.6,0.42,45
JORDAN.LEOPOLD,2010-2011,BUF,none,none,76,1761.1,0.05,6
JORDAN.STAAL,2010-2011,PIT,none,none,49,1047.12,0.47,33
JORDIN.TOOTOO,2010-2011,NSH,none,none,66,802.68,1.07,16
JOSH.BAILEY,2010-2011,NYI,none,none,70,1248.4,-1.07,12
JOSH.GORGES,2010-2011,MTL,none,none,36,762.23,0.25,46
JOSH.GREEN,2010-2011,ANA,none,none,12,120.1,-0.62,70
J-P.DUMONT,2010-2011,NSH,none,none,73,803.22,0.19,9
JUSSI.JOKINEN,2010-2011,CAR,none,none,70,1208.27,0.76,12
JUSTIN.ABDELKADER,2010-2011,DET,none,none,85,1058.23,0.66,-3
JUSTIN.BRAUN,2010-2011,S.J,none,none,29,477.53,0.65,53
JUSTIN.DIBENEDETTO,2010-2011,NYI,none,none,8,72.52,2.25,74
JUSTIN.FALK,2010-2011,MIN,none,none,22,311.45,-0.22,60
JUSTIN.WILLIAMS,2010-2011,LAK,none,none,79,1359.8,1.41,3
KARL.ALZNER,2010-2011,WSH,none,none,91,1834.97,-0.1,-9
KARLIS.SKRASTINS,2010-2011,DAL,none,none,74,1328.32,-0.18,8
KEATON.ELLERBY,2010-2011,FLA,none,none,54,869.05,0.03,28
KEITH.AULIE,2010-2011,TOR,none,none,40,765.03,-0.7,42
KEITH.BALLARD,2010-2011,VAN,none,none,75,1176.32,0.24,7
KEITH.YANDLE,2010-2011,ARI,none,none,86,2102.43,0.72,-4
KENNDAL.MCARDLE,2010-2011,FLA,none,none,11,109.4,-1.12,71
KENT.HUSKINS,2010-2011,S.J,none,none,55,924.85,-0.61,27
KEVIN.BIEKSA,2010-2011,VAN,none,none,91,2123.95,0.25,-9
KEVIN.KLEIN,2010-2011,NSH,none,none,93,1926.98,-0.58,-11
KEVIN.PORTER,2010-2011,COL,none,none,74,1022.52,0.02,8
KEVIN.SHATTENKIRK,2010-2011,COL,STL,none,72,1428.53,0.17,10
KEVIN.WESTGARTH,2010-2011,LAK,none,none,62,341.97,-0.19,20
KIMMO.TIMONEN,2010-2011,PHI,none,none,93,2115.78,-0.03,-11
KRIS.DRAPER,2010-2011,DET,none,none,55,565.78,0.4,27
KRIS.LETANG,2010-2011,PIT,none,none,89,2156.57,-0.11,-7
KRIS.NEWBURY,2010-2011,NYR,none,none,11,83.97,-0.82,71
KRIS.RUSSELL,2010-2011,CBJ,none,none,73,1278.73,0.31,9
KRISTIAN.HUSELIUS,2010-2011,CBJ,none,none,39,638.18,2.44,43
KRIS.VERSTEEG,2010-2011,PHI,none,none,91,1583.57,0.75,-9
KRYS.BARCH,2010-2011,DAL,none,none,44,229.87,-0.45,38
KURTIS.FOSTER,2010-2011,EDM,none,none,74,1306.78,-0.22,8
KYLE.BRODZIAK,2010-2011,MIN,none,none,80,1262.08,0.11,2
KYLE.CHIPCHURA,2010-2011,ANA,none,none,40,319.75,-0.16,42
KYLE.CLIFFORD,2010-2011,LAK,none,none,82,802.13,-0.48,0
KYLE.CUMISKEY,2010-2011,COL,none,none,18,353.97,0.68,64
KYLE.OKPOSO,2010-2011,NYI,none,none,38,630.15,3.22,44
KYLE.PALMIERI,2010-2011,ANA,none,none,11,96.98,-1.04,71
KYLE.QUINCEY,2010-2011,COL,none,none,21,411.22,0.31,61
KYLE.TURRIS,2010-2011,ARI,none,none,69,788.07,0.18,13
KYLE.WELLWOOD,2010-2011,S.J,none,none,53,727.62,1.92,29
KYLE.WILSON,2010-2011,CBJ,none,none,32,340.33,0.05,50
LADISLAV.SMID,2010-2011,EDM,none,none,78,1581.53,-0.66,4
LANCE.BOUMA,2010-2011,CGY,none,none,16,93.97,0.15,66
LARS.ELLER,2010-2011,MTL,none,none,84,949.1,-0.71,-2
LAURI.KORPIKOSKI,2010-2011,ARI,none,none,83,1292.95,-1.02,-1
LEE.STEMPNIAK,2010-2011,ARI,none,none,86,1299.68,0.55,-4
LIAM.REDDOX,2010-2011,EDM,none,none,44,659.83,-1.66,38
LINUS.OMARK,2010-2011,EDM,none,none,51,783.13,0.47,31
LOGAN.COUTURE,2010-2011,S.J,none,none,97,1757,2.24,-15
LOUI.ERIKSSON,2010-2011,DAL,none,none,79,1624.95,1.34,3
LUBOMIR.VISNOVSKY,2010-2011,ANA,none,none,87,2095.9,2.45,-5
LUCA.CAPUTI,2010-2011,TOR,none,none,7,77.48,-0.12,75
LUCA.SBISA,2010-2011,ANA,none,none,74,1241.03,-0.45,8
LUKE.ADAM,2010-2011,BUF,none,none,19,213,-1.38,63
LUKE.SCHENN,2010-2011,TOR,none,none,82,1834.28,0.39,0
MAGNUS.PAAJARVI,2010-2011,EDM,none,none,80,1230.78,0.12,2
MANNY.MALHOTRA,2010-2011,VAN,none,none,78,1234.83,-0.18,4
MARC-ANDRE.BERGERON,2010-2011,TBL,none,none,37,511.17,1.42,45
MARC-ANDRE.GRAGNANI,2010-2011,BUF,none,none,16,290.85,-0.97,66
MARC-EDOUARD.VLASIC,2010-2011,S.J,none,none,98,2060.62,0.44,-16
MARCEL.GOC,2010-2011,NSH,none,none,51,817.98,0.08,31
MARC.METHOT,2010-2011,CBJ,none,none,74,1471.8,-0.18,8
MARCO.SCANDELLA,2010-2011,MIN,none,none,20,299.38,-1.23,62
MARCO.STURM,2010-2011,WSH,none,none,44,630.02,0.35,38
MARC.SAVARD,2010-2011,BOS,none,none,25,395.08,-0.75,57
MARC.STAAL,2010-2011,NYR,none,none,82,2120.88,0.5,0
MARCUS.JOHANSSON,2010-2011,WSH,none,none,78,1181.27,0.73,4
MARCUS.KRUGER,2010-2011,CHI,none,none,12,142.97,1.57,70
MAREK.SVATOS,2010-2011,OTT,none,none,28,328.25,-0.7,54
MAREK.ZIDLICKY,2010-2011,MIN,none,none,46,1001.53,-0.45,36
MARIAN.GABORIK,2010-2011,NYR,none,none,67,1240.87,0.55,15
MARIAN.HOSSA,2010-2011,CHI,none,none,72,1411.1,0.96,10
MARK.EATON,2010-2011,NYI,none,none,34,692.25,0.07,48
MARK.FAYNE,2010-2011,NJD,none,none,57,1016.65,-0.19,25
MARK.FISTRIC,2010-2011,DAL,none,none,57,819.85,-0.95,25
MARK.FRASER,2010-2011,NJD,none,none,26,363.4,0.35,56
MARK.GIORDANO,2010-2011,CGY,none,none,82,1897.55,0.82,0
MARK.KATIC,2010-2011,NYI,none,none,11,180.7,1.71,71
MARK.LETESTU,2010-2011,PIT,none,none,71,1020.63,0.84,11
MARK.MANCARI,2010-2011,BUF,none,none,21,256.1,-0.74,61
MARK.OLVER,2010-2011,COL,none,none,18,213.95,-0.27,64
MARK.RECCHI,2010-2011,BOS,none,none,106,1708.32,-0.11,-24
MARK.STUART,2010-2011,BOS,none,none,54,845.43,0.26,28
MARTIN.ERAT,2010-2011,NSH,none,none,74,1349.75,1.36,8
MARTIN.HANZAL,2010-2011,ARI,none,none,65,1269,0.73,17
MARTIN.HAVLAT,2010-2011,MIN,none,none,78,1430.82,0.59,4
MARTIN.ST. LOUIS,2010-2011,TBL,none,none,100,2101.43,2.57,-18
MARTY.REASONER,2010-2011,FLA,none,none,82,1407.25,-0.11,0
MASON.RAYMOND,2010-2011,VAN,none,none,94,1525.77,0.84,-12
MATHIEU.DARCHE,2010-2011,MTL,none,none,66,774.72,0.16,16
MATHIEU.PERREAULT,2010-2011,WSH,none,none,35,414.7,0.59,47
MATS.ZUCCARELLO,2010-2011,NYR,none,none,43,602.8,2.08,39
MATT.BELESKEY,2010-2011,ANA,none,none,41,521.88,-1.2,41
MATT.BRADLEY,2010-2011,WSH,none,none,70,724.22,0.12,12
MATT.CALVERT,2010-2011,CBJ,none,none,42,465.93,3.01,40
MATT.CARKNER,2010-2011,OTT,none,none,50,744.2,1.28,32
MATT.CARLE,2010-2011,PHI,none,none,93,2060.72,-0.96,-11
MATT.COOKE,2010-2011,PIT,none,none,67,1047.58,-0.4,15
MATT.CULLEN,2010-2011,MIN,none,none,78,1406.13,-0.76,4
MATT.D'AGOSTINI,2010-2011,STL,none,none,82,1210.25,0.86,0
MATT.DUCHENE,2010-2011,COL,none,none,80,1515.58,0.66,2
MATT.ELLIS,2010-2011,BUF,none,none,15,152.15,0,67
MATT.GILROY,2010-2011,NYR,none,none,63,900.6,-0.49,19
MATT.GREENE,2010-2011,LAK,none,none,77,1305.75,-0.38,5
MATT.HALISCHUK,2010-2011,NSH,none,none,39,414.45,-0.21,43
MATT.HENDRICKS,2010-2011,WSH,none,none,84,946.03,-0.07,-2
MATTHEW.CORRENTE,2010-2011,NJD,none,none,22,299.18,-1.19,60
MATT.HUNWICK,2010-2011,COL,none,none,73,1351.4,-1.3,9
MATTIAS.OHLUND,2010-2011,TBL,none,none,90,1711.88,-1.26,-8
MATTIAS.RITOLA,2010-2011,TBL,none,none,32,314.32,0.33,50
MATTIAS.TEDENBY,2010-2011,NJD,none,none,58,727.53,1.36,24
MATT.LASHOFF,2010-2011,TOR,none,none,11,152.15,-0.3,71
MATT.MARTIN,2010-2011,NYI,none,none,68,745.12,-1.18,14
MATT.MOULSON,2010-2011,NYI,none,none,82,1547.3,1.66,0
MATT.NISKANEN,2010-2011,PIT,none,none,70,1132.13,-0.22,12
MATT.SMABY,2010-2011,TBL,none,none,32,223.68,0.15,50
MATT.STAJAN,2010-2011,CGY,none,none,76,1081.28,-0.06,6
MATT.TAORMINA,2010-2011,NJD,none,none,17,351.38,0.63,65
MAXIM.LAPIERRE,2010-2011,VAN,none,none,103,1246.18,-0.35,-21
MAXIM.NOREAU,2010-2011,MIN,none,none,5,71.43,1.15,77
MAX.PACIORETTY,2010-2011,MTL,none,none,37,588.13,1.62,45
MAX.TALBOT,2010-2011,PIT,none,none,89,1353.77,0.48,-7
MICHAEL.DEL ZOTTO,2010-2011,NYR,none,none,47,915.82,0.45,35
MICHAEL.FROLIK,2010-2011,CHI,none,none,87,1369.68,0.35,-5
MICHAEL.GRABNER,2010-2011,NYI,none,none,76,1146.32,2.07,6
MICHAEL.GRIER,2010-2011,BUF,none,none,80,1117.07,-0.39,2
MICHAEL.RUPP,2010-2011,PIT,none,none,88,878.4,-0.36,-6
MICHAEL.RYDER,2010-2011,BOS,none,none,104,1508.9,-0.01,-22
MICHAEL.SAUER,2010-2011,NYR,none,none,81,1445.43,1.12,1
MICHAEL.VERNACE,2010-2011,TBL,none,none,10,87,0.66,72
MICHAL.HANDZUS,2010-2011,LAK,none,none,88,1544.43,-0.21,-6
MICHAL.REPIK,2010-2011,FLA,none,none,31,396.18,-0.93,51
MICHAL.ROZSIVAL,2010-2011,ARI,none,none,69,1444.75,0.95,13
MICHEAL.HALEY,2010-2011,NYI,none,none,27,216.73,-1.79,55
MIKAEL.BACKLUND,2010-2011,CGY,none,none,73,881.78,0.92,9
MIKAEL.SAMUELSSON,2010-2011,VAN,none,none,86,1428.25,-0.51,-4
MIKE.BROWN,2010-2011,TOR,none,none,50,504.7,-0.26,32
MIKE.CAMMALLERI,2010-2011,MTL,none,none,74,1403.28,0.21,8
MIKE.COMMODORE,2010-2011,CBJ,none,none,20,371.2,-2.09,62
MIKE.COMRIE,2010-2011,PIT,none,none,21,248.27,0.51,61
MIKE.FISHER,2010-2011,NSH,none,none,94,1754.87,-0.58,-12
MIKE.GREEN,2010-2011,WSH,none,none,57,1395.55,0.4,25
MIKE.KNUBLE,2010-2011,WSH,none,none,85,1533.72,0.16,-3
MIKE.KOMISAREK,2010-2011,TOR,none,none,75,1022.33,-0.03,7
MIKE.LUNDIN,2010-2011,TBL,none,none,87,1672.02,0.24,-5
MIKE.MODANO,2010-2011,DET,none,none,42,518.37,-0.37,40
MIKE.MOTTAU,2010-2011,NYI,none,none,20,406.67,-0.29,62
MIKE.RIBEIRO,2010-2011,DAL,none,none,82,1636.6,0.33,0
MIKE.RICHARDS,2010-2011,PHI,none,none,92,1738.93,1.4,-10
MIKE.SANTORELLI,2010-2011,FLA,none,none,82,1368.2,-0.09,0
MIKE.WEAVER,2010-2011,FLA,none,none,82,1706.17,0.44,0
MIKE.WEBER,2010-2011,BUF,none,none,65,1090.82,-0.35,17
MIKHAIL.GRABOVSKI,2010-2011,TOR,none,none,81,1568.27,1.62,1
MIKKEL.BOEDKER,2010-2011,ARI,none,none,38,406.53,0.3,44
MIKKO.KOIVU,2010-2011,MIN,none,none,71,1383.88,0.65,11
MILAN.HEJDUK,2010-2011,COL,none,none,71,1272.5,0.3,11
MILAN.JURCINA,2010-2011,NYI,none,none,46,831.12,-1.62,36
MILAN.LUCIC,2010-2011,BOS,none,none,104,1757.35,0.64,-22
MILAN.MICHALEK,2010-2011,OTT,none,none,66,1192,-0.51,16
NATE.THOMPSON,2010-2011,TBL,none,none,97,1473.32,0.17,-15
NATHAN.GERBE,2010-2011,BUF,none,none,71,946.73,1.09,11
NATHAN.HORTON,2010-2011,BOS,none,none,101,1657.88,1.92,-19
NATHAN.OYSTRICK,2010-2011,STL,none,none,9,109.55,2.46,73
NAZEM.KADRI,2010-2011,TOR,none,none,29,457.48,1.33,53
NICK.BONINO,2010-2011,ANA,none,none,30,301.43,-0.14,52
NICK.BOYNTON,2010-2011,CHI,PHI,none,51,746.98,-0.16,31
NICK.FOLIGNO,2010-2011,OTT,none,none,82,1277.32,0.24,0
NICK.HOLDEN,2010-2011,CBJ,none,none,5,85.95,-0.82,77
NICKLAS.BACKSTROM,2010-2011,WSH,none,none,86,1788.35,2.41,-4
NICKLAS.GROSSMANN,2010-2011,DAL,none,none,59,1073.67,-0.63,23
NICKLAS.LIDSTROM,2010-2011,DET,none,none,93,2164.4,1.22,-11
NICK.LEDDY,2010-2011,CHI,none,none,53,760.58,0.4,29
NICK.PALMIERI,2010-2011,NJD,none,none,43,616,1.33,39
NICK.SCHULTZ,2010-2011,MIN,none,none,74,1496.32,-0.02,8
NICK.SPALING,2010-2011,NSH,none,none,86,1214.78,-0.53,-4
NICLAS.BERGFORS,2010-2011,ATL,FLA,none,72,1062.22,0.46,10
NICLAS.WALLIN,2010-2011,S.J,none,none,92,1470.47,-0.51,-10
NIGEL.DAWES,2010-2011,ATL,none,none,13,127.62,0.06,69
NIK.ANTROPOV,2010-2011,ATL,none,none,76,1189.42,-0.2,6
NIKITA.FILATOV,2010-2011,CBJ,none,none,23,283.3,0.64,59
NIKITA.NIKITIN,2010-2011,STL,none,none,41,672.08,-0.24,41
NIKLAS.HAGMAN,2010-2011,CGY,none,none,71,968.4,0.66,11
NIKLAS.HJALMARSSON,2010-2011,CHI,none,none,87,1610.62,0.2,-5
NIKLAS.KRONWALL,2010-2011,DET,none,none,88,2014.65,1.09,-6
NIKOLAY.KULEMIN,2010-2011,TOR,none,none,82,1420.58,3,0
NIKOLAY.ZHERDEV,2010-2011,PHI,none,none,64,815.5,0.78,18
NINO.NIEDERREITER,2010-2011,NYI,none,none,9,122.33,-2.19,73
NOLAN.YONKMAN,2010-2011,ARI,none,none,16,194.02,-0.26,66
OLIVER.EKMAN-LARSSON,2010-2011,ARI,none,none,48,721.7,-0.07,34
OLIVIER.MAGNAN,2010-2011,NJD,none,none,10,153.6,0.08,72
OLIVIER.MAGNAN-GRENIER,2010-2011,NJD,none,none,8,129.22,-0.62,74
OLLI.JOKINEN,2010-2011,CGY,none,none,79,1404.38,0.75,3
OSCAR.MOLLER,2010-2011,LAK,none,none,14,200.33,0.47,68
OSKARS.BARTULIS,2010-2011,PHI,none,none,13,169.32,-0.38,69
P.A..PARENTEAU,2010-2011,NYI,none,none,81,1476,1.7,1
PASCAL.DUPUIS,2010-2011,PIT,none,none,88,1481.9,-0.71,-6
PATRICE.BERGERON,2010-2011,BOS,none,none,103,1861.28,1.19,-21
PATRICE.CORMIER,2010-2011,ATL,none,none,21,202.53,0.2,61
PATRIC.HORNQVIST,2010-2011,NSH,none,none,91,1425.52,1.42,-9
PATRICK.DWYER,2010-2011,CAR,none,none,80,1011.98,0.08,2
PATRICK.EAVES,2010-2011,DET,none,none,74,925.47,0.35,8
PATRICK.KALETA,2010-2011,BUF,none,none,57,585.38,0.4,25
PATRICK.KANE,2010-2011,CHI,none,none,80,1560.67,1.29,2
PATRICK.MARLEAU,2010-2011,S.J,none,none,100,2107.12,1.23,-18
PATRICK.O'SULLIVAN,2010-2011,CAR,MIN,none,31,377.8,-0.05,51
PATRICK.RISSMILLER,2010-2011,FLA,none,none,10,103.65,0.25,72
PATRICK.SHARP,2010-2011,CHI,none,none,81,1568.97,1.36,1
PATRICK.WIERCIOCH,2010-2011,OTT,none,none,8,111.22,1.95,74
PATRIK.BERGLUND,2010-2011,STL,none,none,81,1392.43,0.89,1
PATRIK.ELIAS,2010-2011,NJD,none,none,81,1509.72,2.41,1
PAUL.BISSONNETTE,2010-2011,ARI,none,none,49,256.32,0.52,33
PAUL.BYRON,2010-2011,BUF,none,none,8,87.63,0.2,74
PAUL.GAUSTAD,2010-2011,BUF,none,none,88,1361.08,0.79,-6
PAUL.MARA,2010-2011,MTL,none,none,54,981.98,-2.52,28
PAUL.MARTIN,2010-2011,PIT,none,none,84,1972.13,0.52,-2
PAUL.STASTNY,2010-2011,COL,none,none,74,1460.48,-0.19,8
PAVEL.DATSYUK,2010-2011,DET,none,none,67,1314.75,3.4,15
PAVEL.KUBINA,2010-2011,TBL,none,none,87,1641.17,-0.3,-5
PETER.HARROLD,2010-2011,LAK,none,none,19,232.88,1.29,63
PETER.REGIN,2010-2011,OTT,none,none,55,736.17,-0.82,27
PETER.SCHAEFER,2010-2011,VAN,none,none,16,154.82,-1.54,66
PETR.PRUCHA,2010-2011,ARI,none,none,11,126.05,-0.07,71
PHILIP.LARSEN,2010-2011,DAL,none,none,6,80.6,0.14,76
PHILIP.MCRAE,2010-2011,STL,none,none,15,135.55,-1.75,67
PHILIPPE.DUPUIS,2010-2011,COL,none,none,74,674.37,0.35,8
PHIL.KESSEL,2010-2011,TOR,none,none,82,1610.95,0.07,0
PIERRE-MARC.BOUCHARD,2010-2011,MIN,none,none,59,927.1,0.75,23
P.K..SUBBAN,2010-2011,MTL,none,none,84,1914.58,1.1,-2
RADEK.DVORAK,2010-2011,FLA,none,none,66,1061.08,0.43,16
RADEK.MARTINEK,2010-2011,NYI,none,none,64,1334.12,-0.64,18
RADIM.VRBATA,2010-2011,ARI,none,none,83,1372.72,-0.1,-1
RAFFI.TORRES,2010-2011,VAN,none,none,103,1271.65,-0.36,-21
RANDY.JONES,2010-2011,TBL,none,none,66,1075.4,1.79,16
RAY.WHITNEY,2010-2011,ARI,none,none,79,1349.25,0.36,3
RENE.BOURQUE,2010-2011,CGY,none,none,80,1420.28,0.18,2
RICH.PEVERLEY,2010-2011,BOS,none,none,107,1901.7,-0.05,-25
RICK.NASH,2010-2011,CBJ,none,none,75,1419.5,1.27,7
RJ.UMBERGER,2010-2011,CBJ,none,none,82,1575.5,0.72,0
ROB.KLINKHAMMER,2010-2011,CHI,none,none,1,11.6,-3.28,81
ROB.NIEDERMAYER,2010-2011,BUF,none,none,78,1004.62,0.28,4
ROB.SCHREMP,2010-2011,NYI,none,none,63,884.58,0.55,19
ROB.SCUDERI,2010-2011,LAK,none,none,88,1788.68,0.2,-6
ROBYN.REGEHR,2010-2011,CGY,none,none,79,1697.18,-0.01,3
ROD.PELLEY,2010-2011,NJD,none,none,74,873.8,-1.34,8
ROMAN.HAMRLIK,2010-2011,MTL,none,none,86,1923.43,-0.34,-4
ROMAN.POLAK,2010-2011,STL,none,none,55,1097.62,-0.7,27
RON.HAINSEY,2010-2011,ATL,none,none,82,1482.97,-0.05,0
ROSTISLAV.KLESLA,2010-2011,ARI,none,none,65,1234.37,-0.52,17
ROSTISLAV.OLESZ,2010-2011,FLA,none,none,44,610.67,0.71,38
RUSLAN.FEDOTENKO,2010-2011,NYR,none,none,71,1093.88,-0.43,11
RUSLAN.SALEI,2010-2011,DET,none,none,86,1530.8,-0.24,-4
RYAN.CALLAHAN,2010-2011,NYR,none,none,60,1193.02,1.68,22
RYAN.CARTER,2010-2011,CAR,FLA,none,62,621.2,-0.04,20
RYAN.CRAIG,2010-2011,PIT,none,none,6,58.93,1.5,76
RYANE.CLOWE,2010-2011,S.J,none,none,92,1677.78,1.31,-10
RYAN.GETZLAF,2010-2011,ANA,none,none,73,1608.3,2.09,9
RYAN.HOLLWEG,2010-2011,ARI,none,none,3,19.5,-0.27,79
RYAN.JOHNSON,2010-2011,CHI,none,none,40,411.48,-0.23,42
RYAN.JONES,2010-2011,EDM,none,none,81,1120.8,-1.04,1
RYAN.KESLER,2010-2011,VAN,none,none,107,2243.92,3.27,-25
RYAN.MALONE,2010-2011,TBL,none,none,72,1145.98,0.65,10
RYAN.MCDONAGH,2010-2011,NYR,none,none,45,861.5,0.66,37
RYAN.O'BYRNE,2010-2011,COL,none,none,67,1350.52,-1.38,15
RYAN.O'MARRA,2010-2011,EDM,none,none,21,231.38,-1.25,61
RYAN.O'REILLY,2010-2011,COL,none,none,74,1188.23,0.45,8
RYAN.POTULNY,2010-2011,OTT,none,none,10,78.98,-1.39,72
RYAN.REAVES,2010-2011,STL,none,none,28,190.55,-0.12,54
RYAN.SHANNON,2010-2011,OTT,none,none,79,1021.38,0.58,3
RYAN.SMYTH,2010-2011,LAK,none,none,88,1589.2,0.53,-6
RYAN.STOA,2010-2011,COL,none,none,25,333.55,0.3,57
RYAN.SUTER,2010-2011,NSH,none,none,82,2107.85,0.62,0
RYAN.WHITE,2010-2011,MTL,none,none,34,286.98,-0.58,48
RYAN.WHITNEY,2010-2011,EDM,none,none,35,886.83,-0.35,47
RYAN.WILSON,2010-2011,COL,none,none,67,1327,-0.75,15
SAKU.KOIVU,2010-2011,ANA,none,none,81,1545.12,-0.43,1
SAM.GAGNER,2010-2011,EDM,none,none,68,1206.98,0.07,14
SAMI.LEPISTO,2010-2011,ARI,CBJ,none,70,1228.88,-0.29,12
SAMI.SALO,2010-2011,VAN,none,none,48,952.85,-1.49,34
SAMUEL.PAHLSSON,2010-2011,CBJ,none,none,82,1257.72,0.2,0
SCOTT.GOMEZ,2010-2011,MTL,none,none,87,1623.03,-0.36,-5
SCOTT.HANNAN,2010-2011,WSH,none,none,87,1755.9,1.39,-5
SCOTT.HARTNELL,2010-2011,PHI,none,none,93,1540.1,-0.73,-11
SCOTTIE.UPSHALL,2010-2011,ARI,CBJ,none,82,1151.23,1.3,0
SCOTT.NICHOL,2010-2011,S.J,none,none,71,641.27,-0.54,11
SCOTT.PARSE,2010-2011,LAK,none,none,7,86.52,1.52,75
SCOTT.TIMMINS,2010-2011,FLA,none,none,19,205.53,-0.82,63
SEAN.AVERY,2010-2011,NYR,none,none,80,903.05,-1.28,2
SEAN.BERGENHEIM,2010-2011,TBL,none,none,96,1344.9,2,-14
SEAN.O'DONNELL,2010-2011,PHI,none,none,92,1398.33,-1.53,-10
SERGEI.GONCHAR,2010-2011,OTT,none,none,67,1553.87,0.23,15
SERGEI.KOSTITSYN,2010-2011,NSH,none,none,89,1389.5,1.23,-7
SERGEI.SAMSONOV,2010-2011,CAR,FLA,none,78,1207.98,0.18,4
SHANE.DOAN,2010-2011,ARI,none,none,76,1475.78,0.82,6
SHANE.O'BRIEN,2010-2011,NSH,none,none,92,1570.82,-0.55,-10
SHAONE.MORRISONN,2010-2011,BUF,none,none,63,1016.13,-0.14,19
SHAWN.BELLE,2010-2011,EDM,none,none,9,154.32,-1.37,73
SHAWN.HORCOFF,2010-2011,EDM,none,none,47,878.22,-0.47,35
SHAWN.MATTHIAS,2010-2011,FLA,none,none,51,603.87,0.55,31
SHAWN.THORNTON,2010-2011,BOS,none,none,97,921.7,0.2,-15
SHEA.WEBER,2010-2011,NSH,none,none,94,2409.42,-0.17,-12
SHELDON.BROOKBANK,2010-2011,ANA,none,none,44,591.38,-0.07,38
SIDNEY.CROSBY,2010-2011,PIT,none,none,41,898.62,9.16,41
SIMON.GAGNE,2010-2011,TBL,none,none,78,1302.03,0.35,4
SPENCER.MACHACEK,2010-2011,ATL,none,none,10,76.8,0.33,72
STEFAN.MEYER,2010-2011,CGY,none,none,16,124.02,1.23,66
STEPHANE.ROBIDAS,2010-2011,DAL,none,none,81,1987.15,-0.04,1
STEPHEN.GIONTA,2010-2011,NJD,none,none,12,108.07,1.02,70
STEPHEN.WEISS,2010-2011,FLA,none,none,76,1527.52,-0.04,6
STEVE.BERNIER,2010-2011,FLA,none,none,68,886.12,-1.28,14
STEVE.DOWNIE,2010-2011,TBL,none,none,74,1041.65,-0.39,8
STEVE.EMINGER,2010-2011,NYR,none,none,65,1030.35,0.03,17
STEVE.MACINTYRE,2010-2011,EDM,none,none,34,120.2,-1.52,48
STEVE.MONTADOR,2010-2011,BUF,none,none,79,1534.32,0.18,3
STEVEN.KAMPFER,2010-2011,BOS,none,none,38,673.83,0.45,44
STEVEN.REINPRECHT,2010-2011,FLA,none,none,14,158.32,0.18,68
STEVEN.STAMKOS,2010-2011,TBL,none,none,100,2010.47,5.02,-18
STEVE.OTT,2010-2011,DAL,none,none,82,1405.32,-0.39,0
STEVE.REINPRECHT,2010-2011,FLA,none,none,15,182.93,0.44,67
