player,season,team_one,team_two,team_three,games_played,toi,war_82,games_missed
JAMIE.MCGINN,2017-2018,FLA,none,none,73,975.85,-0.11,9
JAMIE.OLEKSIAK,2017-2018,DAL,PIT,none,66,1100.1,-0.21,16
JANNIK.HANSEN,2017-2018,S.J,none,none,45,544.55,0.15,37
JAN.RUTTA,2017-2018,CHI,none,none,55,1063.03,-0.4,27
JARED.COREAU,2017-2018,DET,none,none,5,258.53,-17.88,77
JARED.MCCANN,2017-2018,FLA,none,none,65,855.9,0.03,17
JARED.SPURGEON,2017-2018,MIN,none,none,61,1495.72,2.36,21
JAROMIR.JAGR,2017-2018,CGY,none,none,22,287,0.2,60
JAROSLAV.HALAK,2017-2018,NYI,none,none,53,2944.05,-0.84,29
JASON.CHIMERA,2017-2018,NYI,ANA,none,73,756.17,-0.62,9
JASON.DEMERS,2017-2018,ARI,none,none,69,1458.13,-0.24,13
JASON.DICKINSON,2017-2018,DAL,none,none,27,230.42,-0.93,55
JASON.GARRISON,2017-2018,VGK,none,none,8,152.53,-2.43,74
JASON.POMINVILLE,2017-2018,BUF,none,none,80,1188.67,0.27,2
JASON.SPEZZA,2017-2018,DAL,none,none,76,990.37,1.07,6
JASON.ZUCKER,2017-2018,MIN,none,none,80,1358.6,1.29,2
JAY.BEAGLE,2017-2018,WSH,none,none,79,983.2,-0.93,3
JAY.BOUWMEESTER,2017-2018,STL,none,none,35,704.78,-0.94,47
JAYCOB.MEGNA,2017-2018,ANA,none,none,14,219.88,0.58,68
JEAN-GABRIEL.PAGEAU,2017-2018,OTT,none,none,76,1267.73,-0.34,6
JEFF.CARTER,2017-2018,LAK,none,none,25,441.85,0.9,57
JEFF.GLASS,2017-2018,CHI,none,none,14,760.9,-2.04,68
JEFF.PETRY,2017-2018,MTL,none,none,80,1880.58,0.03,2
JEFF.SKINNER,2017-2018,CAR,none,none,80,1335.02,2.03,2
JESPER.BRATT,2017-2018,NJD,none,none,73,1112.47,0,9
JESPER.FAST,2017-2018,NYR,none,none,71,1056.6,-0.21,11
JESSE.PULJUJARVI,2017-2018,EDM,none,none,63,841.8,0.46,19
J-F.BERUBE,2017-2018,CHI,none,none,10,504.88,-5.43,72
J.F..BERUBE,2017-2018,CHI,none,none,2,104.23,8.52,80
JIMMY.HAYES,2017-2018,NJD,none,none,32,383.18,-0.57,50
JIMMY.HOWARD,2017-2018,DET,none,none,59,3307.62,1.8,23
JIMMY.VESEY,2017-2018,NYR,none,none,77,1096.98,0.51,5
JIM.O'BRIEN,2017-2018,OTT,none,none,10,87.55,0.82,72
JOAKIM.NORDSTROM,2017-2018,CAR,none,none,73,771.45,-1.22,9
JOAKIM.RYAN,2017-2018,S.J,none,none,62,1038.58,0.43,20
JOE.HICKETTS,2017-2018,DET,none,none,5,86.73,1.83,77
JOEL.ARMIA,2017-2018,WPG,none,none,77,967.45,0.41,5
JOEL.EDMUNDSON,2017-2018,STL,none,none,67,1388.57,0.08,15
JOEL.ERIKSSON EK,2017-2018,MIN,none,none,73,928.55,0.83,9
JOEL.WARD,2017-2018,S.J,none,none,50,591.68,-0.22,32
JOE.MORROW,2017-2018,MTL,WPG,none,54,902.82,-0.32,28
JOE.PAVELSKI,2017-2018,S.J,none,none,80,1536.6,1.86,2
JOE.THORNTON,2017-2018,S.J,none,none,47,861.05,1.47,35
JOHAN.LARSSON,2017-2018,BUF,none,none,78,1101.48,-1.69,4
JOHN.CARLSON,2017-2018,WSH,none,none,80,1983.8,-0.48,2
JOHN.GIBSON,2017-2018,ANA,none,none,60,3428.48,7.96,22
JOHN.GILMOUR,2017-2018,NYR,none,none,26,449.12,1.23,56
JOHN.HAYDEN,2017-2018,CHI,none,none,47,508.77,-0.03,35
JOHN.KLINGBERG,2017-2018,DAL,none,none,80,1924.02,1.7,2
JOHN.MOORE,2017-2018,NJD,none,none,79,1578.15,-0.54,3
JOHNNY.BOYCHUK,2017-2018,NYI,none,none,58,1171.13,-0.12,24
JOHNNY.GAUDREAU,2017-2018,CGY,none,none,78,1518.82,0.34,4
JOHNNY.ODUYA,2017-2018,OTT,PHI,none,52,888.35,0.66,30
JOHN.TAVARES,2017-2018,NYI,none,none,80,1596.8,1.73,2
JONAS.BRODIN,2017-2018,MIN,none,none,71,1527.03,0.01,11
JONATHAN.BERNIER,2017-2018,COL,none,none,35,1877.5,1.56,47
JONATHAN.DROUIN,2017-2018,MTL,none,none,75,1319.72,-0.2,7
JONATHAN.ERICSSON,2017-2018,DET,none,none,78,1504.95,0,4
JONATHAN.HUBERDEAU,2017-2018,FLA,none,none,79,1518.08,1.2,3
JONATHAN.MARCHESSAULT,2017-2018,VGK,none,none,76,1330.5,0.78,6
JONATHAN.QUICK,2017-2018,LAK,none,none,62,3558.68,8.21,20
JONATHAN.TOEWS,2017-2018,CHI,none,none,74,1457.1,2.23,8
JON.GILLIES,2017-2018,CGY,none,none,9,486.42,-5.84,73
JON.MERRILL,2017-2018,VGK,none,none,32,510.05,0.61,50
JONNY.BRODZINSKI,2017-2018,LAK,none,none,34,325.45,-0.59,48
JOONAS.DONSKOI,2017-2018,S.J,none,none,64,956.63,1.98,18
JOONAS.KORPISALO,2017-2018,CBJ,none,none,17,989,-3.46,65
JORDAN.EBERLE,2017-2018,NYI,none,none,79,1268.53,2.77,3
JORDAN.MARTINOOK,2017-2018,ARI,none,none,79,1108.38,-0.3,3
JORDAN.NOLAN,2017-2018,BUF,none,none,67,659.75,-0.36,15
JORDAN.OESTERLE,2017-2018,CHI,none,none,53,1096.05,-0.12,29
JORDAN.SCHMALTZ,2017-2018,STL,none,none,13,142.63,-0.21,69
JORDAN.SCHROEDER,2017-2018,CBJ,none,none,21,157.02,0.2,61
JORDAN.STAAL,2017-2018,CAR,none,none,77,1481.95,1.4,5
JORDAN.SZWARZ,2017-2018,BOS,none,none,12,138.12,0.12,70
JORDAN.WEAL,2017-2018,PHI,none,none,69,893.55,0.14,13
JORDIE.BENN,2017-2018,MTL,none,none,76,1439.97,-0.14,6
JORI.LEHTERA,2017-2018,PHI,none,none,60,630.5,-0.63,22
JOSH.ANDERSON,2017-2018,CBJ,none,none,61,1111.75,0.83,21
JOSH.ARCHIBALD,2017-2018,PIT,ARI,none,40,483.28,-0.54,42
JOSH.BAILEY,2017-2018,NYI,none,none,74,1324.12,0.03,8
JOSH.GORGES,2017-2018,BUF,none,none,33,492.77,1.42,49
JOSH.JOORIS,2017-2018,CAR,PIT,none,38,376.48,0.56,44
JOSH.LEIVO,2017-2018,TOR,none,none,16,169.08,0.12,66
JOSH.MANSON,2017-2018,ANA,none,none,78,1581.58,0.16,4
JOSH.MORRISSEY,2017-2018,WPG,none,none,79,1619,0.6,3
JOSHUA.HO-SANG,2017-2018,NYI,none,none,22,314.15,1.73,60
J.T..BROWN,2017-2018,TBL,ANA,none,46,418.88,0.97,36
J.T..COMPHER,2017-2018,COL,none,none,67,1082.48,-1.01,15
J.T..MILLER,2017-2018,NYR,TBL,none,80,1360.35,1.18,2
JUJHAR.KHAIRA,2017-2018,EDM,none,none,67,847.68,-0.09,15
JULIUS.HONKA,2017-2018,DAL,none,none,40,524.02,0.14,42
JUSSI.JOKINEN,2017-2018,EDM,LAK,CBJ,58,673.6,0.34,24
JUSTIN.ABDELKADER,2017-2018,DET,none,none,72,1196.37,0.12,10
JUSTIN.BAILEY,2017-2018,BUF,none,none,12,135.33,0.62,70
JUSTIN.BRAUN,2017-2018,S.J,none,none,79,1684,-0.34,3
JUSTIN.FALK,2017-2018,BUF,none,none,45,725.63,-1.34,37
JUSTIN.FAULK,2017-2018,CAR,none,none,76,1690.85,0.09,6
JUSTIN.SCHULTZ,2017-2018,PIT,none,none,61,1188.12,0.17,21
JUSTIN.WILLIAMS,2017-2018,CAR,none,none,80,1327.85,0.84,2
JUUSE.SAROS,2017-2018,NSH,none,none,24,1411.67,9.37,58
KAILER.YAMAMOTO,2017-2018,EDM,none,none,9,136.43,0.43,73
KALLE.KOSSILA,2017-2018,ANA,none,none,10,90.85,-0.17,72
KARI.LEHTONEN,2017-2018,DAL,none,none,36,1884.3,1.58,46
KARL.ALZNER,2017-2018,MTL,none,none,80,1606.8,-0.43,2
KASPERI.KAPANEN,2017-2018,TOR,none,none,36,407.58,0.66,46
KEITH.KINKAID,2017-2018,NJD,none,none,40,2237.57,1.9,42
KEITH.YANDLE,2017-2018,FLA,none,none,79,1935.05,-0.75,3
KEN.APPLEBY,2017-2018,NJD,none,none,3,124.33,7.67,79
KEVAN.MILLER,2017-2018,BOS,none,none,65,1263.13,0.7,17
KEVIN.BIEKSA,2017-2018,ANA,none,none,59,1063.1,-1.49,23
KEVIN.CONNAUTON,2017-2018,ARI,none,none,72,1086.48,-0.48,10
KEVIN.FIALA,2017-2018,NSH,none,none,78,1181.17,2.37,4
KEVIN.GRAVEL,2017-2018,LAK,none,none,15,207.33,-0.06,67
KEVIN.HAYES,2017-2018,NYR,none,none,74,1287.42,2.75,8
KEVIN.LABANC,2017-2018,S.J,none,none,75,1074.78,0.52,7
KEVIN.ROY,2017-2018,ANA,none,none,25,341.22,-0.07,57
KEVIN.SHATTENKIRK,2017-2018,NYR,none,none,46,932.48,-1.03,36
KLAS.DAHLBECK,2017-2018,CAR,none,none,31,499.32,-0.92,51
KORBINIAN.HOLZER,2017-2018,ANA,none,none,16,185.85,-0.64,66
KRIS.LETANG,2017-2018,PIT,none,none,77,1947.52,0.58,5
KRIS.RUSSELL,2017-2018,EDM,none,none,76,1447.47,0.3,6
KRIS.VERSTEEG,2017-2018,CGY,none,none,24,316.2,-0.7,58
KURTIS.MACDERMID,2017-2018,LAK,none,none,34,394.53,-1.71,48
KYLE.BRODZIAK,2017-2018,STL,none,none,79,1056.62,0.11,3
KYLE.CLIFFORD,2017-2018,LAK,none,none,48,504.95,0.8,34
KYLE.CONNOR,2017-2018,WPG,none,none,74,1248.62,1.19,8
KYLE.CRISCUOLO,2017-2018,BUF,none,none,9,72.13,-0.1,73
KYLE.OKPOSO,2017-2018,BUF,none,none,74,1260.15,0.02,8
KYLE.PALMIERI,2017-2018,NJD,none,none,61,1056.05,3.23,21
KYLE.QUINCEY,2017-2018,MIN,none,none,18,256.97,-1.43,64
KYLE.TURRIS,2017-2018,OTT,NSH,none,74,1228.38,0.84,8
LANCE.BOUMA,2017-2018,CHI,none,none,53,564.47,0.54,29
LARS.ELLER,2017-2018,WSH,none,none,79,1206.93,-0.37,3
LAURENT.BROSSOIT,2017-2018,EDM,none,none,14,740.23,-7.66,68
LAWSON.CROUSE,2017-2018,ARI,none,none,11,120.33,0.36,71
LEE.STEMPNIAK,2017-2018,CAR,none,none,35,433.27,-0.16,47
LEO.KOMAROV,2017-2018,TOR,none,none,72,1142,-0.55,10
LEON.DRAISAITL,2017-2018,EDM,none,none,76,1468.32,1.27,6
LINUS.ULLMARK,2017-2018,BUF,none,none,5,240.3,3.06,77
LOGAN.COUTURE,2017-2018,S.J,none,none,76,1412.07,5.21,6
LOGAN.SHAW,2017-2018,ANA,MTL,none,70,826.67,0.02,12
LOUI.ERIKSSON,2017-2018,VAN,none,none,50,813.47,0.29,32
LOUIS.DOMINGUE,2017-2018,ARI,TBL,none,18,1012.95,-4.19,64
LUCA.SBISA,2017-2018,VGK,none,none,30,584.47,-2.05,52
LUCAS.WALLMARK,2017-2018,CAR,none,none,11,104.43,0.68,71
LUKAS.SEDLAK,2017-2018,CBJ,none,none,53,498.22,-0.12,29
LUKE.GLENDENING,2017-2018,DET,none,none,67,881.13,0.18,15
LUKE.KUNIN,2017-2018,MIN,none,none,19,246.58,-1.26,63
LUKE.SCHENN,2017-2018,ARI,none,none,62,1007.63,-1.16,20
LUKE.WITKOWSKI,2017-2018,DET,none,none,30,205,-1.05,52
MACKENZIE.WEEGAR,2017-2018,FLA,none,none,57,827.55,0.49,25
MADISON.BOWEY,2017-2018,WSH,none,none,51,699.23,-1.04,31
MAGNUS.PAAJARVI,2017-2018,STL,OTT,none,77,958.5,0.48,5
MALCOLM.SUBBAN,2017-2018,VGK,none,none,20,1128.12,1.77,62
MARC-ANDRE.FLEURY,2017-2018,VGK,none,none,45,2588.4,6.54,37
MARC-EDOUARD.VLASIC,2017-2018,S.J,none,none,79,1781.05,0.45,3
MARC.METHOT,2017-2018,DAL,none,none,34,604.45,-0.49,48
MARCO.SCANDELLA,2017-2018,BUF,none,none,80,1870.4,-0.01,2
MARC.STAAL,2017-2018,NYR,none,none,70,1293.37,-1.69,12
MARCUS.FOLIGNO,2017-2018,MIN,none,none,75,816.37,0.19,7
MARCUS.JOHANSSON,2017-2018,NJD,none,none,29,463.77,-0.04,53
MARCUS.KRUGER,2017-2018,CAR,none,none,48,520.18,0.46,34
MARCUS.PETTERSSON,2017-2018,ANA,none,none,20,269.27,-0.5,62
MARCUS.SORENSEN,2017-2018,S.J,none,none,30,299.23,0.5,52
MAREK.LANGHAMER,2017-2018,ARI,none,none,1,28.88,12.97,81
MARIAN.GABORIK,2017-2018,LAK,OTT,none,46,642.77,-0.43,36
MARIO.KEMPE,2017-2018,ARI,none,none,18,199.58,0.24,64
MARK.ALT,2017-2018,PHI,COL,none,14,178.65,0.05,68
MARK.BARBERIO,2017-2018,COL,none,none,44,756.48,-0.07,38
MARK.BOROWIECKI,2017-2018,OTT,none,none,50,721.08,0.14,32
MARK.GIORDANO,2017-2018,CGY,none,none,80,1988.4,1.26,2
MARK.JANKOWSKI,2017-2018,CGY,none,none,70,930.55,0.41,12
MARK.LETESTU,2017-2018,EDM,CBJ,none,78,1002.3,-0.13,4
MARKO.DANO,2017-2018,WPG,none,none,23,165.3,0.24,59
MARK.PYSYK,2017-2018,FLA,none,none,79,1483.63,-0.08,3
MARK.SCHEIFELE,2017-2018,WPG,none,none,58,1201.25,2.82,24
MARK.STONE,2017-2018,OTT,none,none,58,1199.02,0.51,24
MARKUS.GRANLUND,2017-2018,VAN,none,none,52,845.3,-0.37,30
MARKUS.HANNIKAINEN,2017-2018,CBJ,none,none,32,264.87,0.12,50
MARKUS.NUTIVAARA,2017-2018,CBJ,none,none,61,977.33,0.01,21
MARTIN.FRK,2017-2018,DET,none,none,65,665.82,-0.1,17
MARTIN.HANZAL,2017-2018,DAL,none,none,38,536.13,-0.03,44
MARTIN.JONES,2017-2018,S.J,none,none,58,3315.97,3.2,24
MATHEW.BARZAL,2017-2018,NYI,none,none,80,1423.9,3.22,2
MATHIEU.PERREAULT,2017-2018,WPG,none,none,68,984.95,1.73,14
MATS.ZUCCARELLO,2017-2018,NYR,none,none,78,1476.05,1.19,4
MATT.BARTKOWSKI,2017-2018,CGY,none,none,16,199.97,-1.91,66
MATT.BELESKEY,2017-2018,BOS,none,none,14,152,-0.09,68
MATT.BENNING,2017-2018,EDM,none,none,71,1230.95,0.29,11
MATT.CALVERT,2017-2018,CBJ,none,none,67,894.55,-0.02,15
MATT.CULLEN,2017-2018,MIN,none,none,78,925.57,-0.68,4
MATT.DUCHENE,2017-2018,COL,OTT,none,80,1468.68,1.07,2
MATT.DUMBA,2017-2018,MIN,none,none,80,1903.98,0.7,2
MATT.GRZELCYK,2017-2018,BOS,none,none,59,989.93,1.93,23
MATT.HENDRICKS,2017-2018,WPG,none,none,60,565.45,0.33,22
MATTHEW.HIGHMORE,2017-2018,CHI,none,none,13,157.98,0.56,69
MATTHEW.MURRAY,2017-2018,PIT,none,none,34,1859.38,-1.99,48
MATTHEW.PECA,2017-2018,TBL,none,none,10,136.7,-0.32,72
MATTHEW.TKACHUK,2017-2018,CGY,none,none,68,1173.05,1.75,14
MATT.HUNWICK,2017-2018,PIT,none,none,42,734.68,0.48,40
MATTIAS.EKHOLM,2017-2018,NSH,none,none,79,1870.27,0.66,3
MATTIAS.JANMARK,2017-2018,DAL,none,none,79,1342.32,0.09,3
MATT.IRWIN,2017-2018,NSH,none,none,48,643.25,0.21,34
MATT.MARTIN,2017-2018,TOR,none,none,50,399.42,0.01,32
MATT.MOULSON,2017-2018,BUF,none,none,14,144.02,0.08,68
MATT.MURRAY,2017-2018,PIT,none,none,14,813.25,1.9,68
MATT.NIETO,2017-2018,COL,none,none,72,1072.07,0.54,10
MATT.NISKANEN,2017-2018,WSH,none,none,66,1495.2,-0.4,16
MATT.READ,2017-2018,PHI,none,none,17,184.67,0.18,65
MATT.STAJAN,2017-2018,CGY,none,none,67,731.32,1.57,15
MATT.TENNYSON,2017-2018,BUF,none,none,15,269.23,-1.29,67
MAX.DOMI,2017-2018,ARI,none,none,80,1332.55,-0.9,2
MAXIME.LAGACE,2017-2018,VGK,none,none,16,873.17,-14.13,66
MAXIM.MAMIN,2017-2018,FLA,none,none,23,245.45,0.49,59
MAX.MCCORMICK,2017-2018,OTT,none,none,28,232.5,0.36,54
MAX.PACIORETTY,2017-2018,MTL,none,none,64,1216.85,0.58,18
MELKER.KARLSSON,2017-2018,S.J,none,none,71,940.65,-0.22,11
MICHAEL.AMADIO,2017-2018,LAK,none,none,35,325.48,0.3,47
MICHAEL.CHAPUT,2017-2018,VAN,none,none,9,88.08,-0.21,73
MICHAEL.DEL ZOTTO,2017-2018,VAN,none,none,79,1638.63,-0.82,3
MICHAEL.FROLIK,2017-2018,CGY,none,none,68,1159.05,1.52,14
MICHAEL.GRABNER,2017-2018,NYR,NJD,none,78,1160.33,0.4,4
MICHAEL.HUTCHINSON,2017-2018,WPG,none,none,3,128.75,1.55,79
MICHAEL.MCCARRON,2017-2018,MTL,none,none,16,138.02,-1.67,66
MICHAEL.RAFFL,2017-2018,PHI,none,none,74,979.58,0.48,8
MICHAEL.STONE,2017-2018,CGY,none,none,80,1330.93,0.15,2
MICHAL.KEMPNY,2017-2018,CHI,WSH,none,51,808.37,1.11,31
MICHAL.NEUVIRTH,2017-2018,PHI,none,none,21,1038.72,2.45,61
MICHEAL.FERLAND,2017-2018,CGY,none,none,75,1130.12,-0.19,7
MICHEAL.HALEY,2017-2018,FLA,none,none,73,562.93,-0.81,9
MIIKKA.SALOMAKI,2017-2018,NSH,none,none,56,571.53,0.82,26
MIKAEL.BACKLUND,2017-2018,CGY,none,none,80,1524.42,-0.56,2
MIKAEL.GRANLUND,2017-2018,MIN,none,none,75,1410.12,0.89,7
MIKA.ZIBANEJAD,2017-2018,NYR,none,none,70,1257.83,2.35,12
MIKE.CAMMALLERI,2017-2018,LAK,EDM,none,64,882.65,0.07,18
MIKE.CONDON,2017-2018,OTT,none,none,31,1626.42,-3.04,51
MIKE.FISHER,2017-2018,NSH,none,none,14,172.27,-1.01,68
MIKE.GREEN,2017-2018,DET,none,none,65,1435.58,-0.55,17
MIKE.HOFFMAN,2017-2018,OTT,none,none,80,1474.9,0.02,2
MIKE.MATHESON,2017-2018,FLA,none,none,78,1665.08,-0.38,4
MIKE.MCKENNA,2017-2018,DAL,none,none,1,44.1,16.01,81
MIKE.REILLY,2017-2018,MIN,MTL,none,55,819,-1.14,27
MIKE.SMITH,2017-2018,CGY,none,none,55,3190.6,4.88,27
MIKHAIL.SERGACHEV,2017-2018,TBL,none,none,78,1200.68,0.12,4
MIKKEL.BOEDKER,2017-2018,S.J,none,none,72,959.78,1.05,10
MIKKO.KOIVU,2017-2018,MIN,none,none,80,1478.9,2.29,2
MIKKO.RANTANEN,2017-2018,COL,none,none,79,1490.25,2.43,3
MILAN.LUCIC,2017-2018,EDM,none,none,80,1284.02,-0.61,2
MILES.WOOD,2017-2018,NJD,none,none,74,921.72,0.67,8
MIRCO.MUELLER,2017-2018,NJD,none,none,26,427.38,-1.28,56
MITCH.MARNER,2017-2018,TOR,none,none,80,1308.7,0.63,2
MORGAN.RIELLY,2017-2018,TOR,none,none,74,1600.12,0.84,8
NAIL.YAKUPOV,2017-2018,COL,none,none,58,628.62,0.07,24
NATE.PROSSER,2017-2018,STL,MIN,none,55,732.48,0,27
NATE.SCHMIDT,2017-2018,VGK,none,none,76,1683.33,0.66,6
NATE.THOMPSON,2017-2018,OTT,LAK,none,67,861.83,-1.3,15
NATHAN.BEAULIEU,2017-2018,BUF,none,none,57,912.25,-0.62,25
NATHAN.MACKINNON,2017-2018,COL,none,none,72,1424.7,5.49,10
NATHAN.WALKER,2017-2018,WSH,EDM,none,9,85.02,-0.12,73
NAZEM.KADRI,2017-2018,TOR,none,none,78,1306.47,2.82,4
NEAL.PIONK,2017-2018,NYR,none,none,26,580.97,-2.59,56
NIC.DOWD,2017-2018,LAK,VAN,none,56,590.02,-0.25,26
NICHOLAS.BAPTISTE,2017-2018,BUF,none,none,31,308.75,0.08,51
NICK.BJUGSTAD,2017-2018,FLA,none,none,79,1199.27,1.34,3
NICK.BONINO,2017-2018,NSH,none,none,69,1079.63,-0.56,13
NICK.COUSINS,2017-2018,ARI,none,none,69,884.45,0.77,13
NICK.FOLIGNO,2017-2018,CBJ,none,none,72,1321.22,0.24,10
NICK.HOLDEN,2017-2018,NYR,BOS,none,72,1373.22,0.69,10
NICK.JENSEN,2017-2018,DET,none,none,78,1261.23,-0.2,4
NICKLAS.BACKSTROM,2017-2018,WSH,none,none,79,1551.5,0.18,3
NICK.LEDDY,2017-2018,NYI,none,none,79,1773.23,-0.82,3
NICK.PAUL,2017-2018,OTT,none,none,11,86.87,1.15,71
NICK.RITCHIE,2017-2018,ANA,none,none,74,980,0.22,8
NICK.SCHMALTZ,2017-2018,CHI,none,none,76,1382.65,1.61,6
NICK.SEELER,2017-2018,MIN,none,none,20,279.32,0.81,62
NICK.SHORE,2017-2018,LAK,OTT,CGY,62,870.12,-0.08,20
NICO.HISCHIER,2017-2018,NJD,none,none,80,1304.47,1.94,2
NICOLAS.DESLAURIERS,2017-2018,MTL,none,none,56,647.93,0.31,26
NIC.PETAN,2017-2018,WPG,none,none,15,126.2,-1.5,67
NIKITA.KUCHEROV,2017-2018,TBL,none,none,78,1546.83,5.57,4
NIKITA.SCHERBAK,2017-2018,MTL,none,none,26,347.82,-0.15,56
NIKITA.SOSHNIKOV,2017-2018,TOR,STL,none,13,144.93,-2.04,69
NIKITA.ZADOROV,2017-2018,COL,none,none,75,1457.17,-0.65,7
NIKITA.ZAITSEV,2017-2018,TOR,none,none,58,1292.93,-0.13,24
NIKLAS.HJALMARSSON,2017-2018,ARI,none,none,48,992.15,0.99,34
NIKLAS.KRONWALL,2017-2018,DET,none,none,76,1405.83,-0.38,6
NIKOLAJ.EHLERS,2017-2018,WPG,none,none,80,1288.42,2.68,2
NIKOLAY.GOLDOBIN,2017-2018,VAN,none,none,36,440.88,0.89,46
NIKOLAY.KULEMIN,2017-2018,NYI,none,none,13,155.18,0.99,69
NINO.NIEDERREITER,2017-2018,MIN,none,none,61,916.88,0.35,21
NOAH.HANIFIN,2017-2018,CAR,none,none,77,1449.18,0.14,5
NOAH.JUULSEN,2017-2018,MTL,none,none,21,408.03,0.05,61
NOEL.ACCIARI,2017-2018,BOS,none,none,57,730.92,0.18,25
NOLAN.PATRICK,2017-2018,PHI,none,none,71,967.83,-0.47,11
OLIVER.BJORKSTRAND,2017-2018,CBJ,none,none,80,1152.05,0.89,2
OLIVER.EKMAN-LARSSON,2017-2018,ARI,none,none,80,1885.32,1.59,2
OLLI.MAATTA,2017-2018,PIT,none,none,80,1500.92,-0.15,2
ONDREJ.KASE,2017-2018,ANA,none,none,64,893.6,2.48,18
ONDREJ.PALAT,2017-2018,TBL,none,none,54,921.5,2.15,28
ONDREJ.PAVELEC,2017-2018,NYR,none,none,18,845.12,2.64,64
OSCAR.DANSK,2017-2018,VGK,none,none,4,168.6,8.08,78
OSCAR.FANTENBERG,2017-2018,LAK,none,none,26,366.82,-0.62,56
OSCAR.KLEFBOM,2017-2018,EDM,none,none,66,1506.5,-0.58,16
OSCAR.LINDBERG,2017-2018,VGK,none,none,61,717.82,0.48,21
OSKAR.LINDBLOM,2017-2018,PHI,none,none,21,305.45,1.28,61
OSKAR.SUNDQVIST,2017-2018,STL,none,none,41,429.9,0.03,41
OWEN.TIPPETT,2017-2018,FLA,none,none,7,77.82,-0.6,75
PATRICE.BERGERON,2017-2018,BOS,none,none,61,1185.23,3.14,21
PATRIC.HORNQVIST,2017-2018,PIT,none,none,68,1171.62,0.88,14
PATRICK.KANE,2017-2018,CHI,none,none,80,1618.43,0.41,2
PATRICK.MARLEAU,2017-2018,TOR,none,none,80,1360.6,0.13,2
PATRICK.MAROON,2017-2018,EDM,NJD,none,72,1190.38,0.17,10
PATRICK.SHARP,2017-2018,CHI,none,none,68,866.88,0.06,14
PATRIK.BERGLUND,2017-2018,STL,none,none,55,887.47,1.07,27
PATRIK.LAINE,2017-2018,WPG,none,none,80,1317.95,4.12,2
PATRIK.NEMETH,2017-2018,COL,none,none,66,1308.58,0.94,16
PAUL.BYRON,2017-2018,MTL,none,none,80,1285.58,1.18,2
PAUL.CAREY,2017-2018,NYR,none,none,59,606.15,-1.03,23
PAUL.LADUE,2017-2018,LAK,none,none,11,153.83,4.63,71
PAUL.MARTIN,2017-2018,S.J,none,none,12,173.33,-0.57,70
PAUL.POSTMA,2017-2018,BOS,none,none,14,143.17,-0.79,68
PAUL.STASTNY,2017-2018,STL,WPG,none,80,1467.9,2.6,2
PAVEL.BUCHNEVICH,2017-2018,NYR,none,none,72,1082.05,-0.18,10
PAVEL.ZACHA,2017-2018,NJD,none,none,67,960.08,0,15
PEKKA.RINNE,2017-2018,NSH,none,none,58,3435.45,6.6,24
PETER.BUDAJ,2017-2018,TBL,none,none,8,430.4,-13.16,74
PETER.CEHLARIK,2017-2018,BOS,none,none,6,83.6,0.67,76
PETER.HOLLAND,2017-2018,NYR,none,none,22,276.85,-2.1,60
PETR.MRAZEK,2017-2018,DET,PHI,none,39,2076.7,-0.07,43
PHILIPP.GRUBAUER,2017-2018,WSH,none,none,34,1807.08,9.17,48
PHIL.KESSEL,2017-2018,PIT,none,none,80,1494.55,1.48,2
PHILLIP.DANAULT,2017-2018,MTL,none,none,52,862.63,1.26,30
PHILLIP.DI GIUSEPPE,2017-2018,CAR,none,none,47,488.08,0.06,35
PIERRE-EDOUARD.BELLEMARE,2017-2018,VGK,none,none,71,868.53,0.74,11
PIERRE-LUC.DUBOIS,2017-2018,CBJ,none,none,80,1322.6,1.41,2
P.K..SUBBAN,2017-2018,NSH,none,none,80,1930.88,0.94,2
PONTUS.ABERG,2017-2018,NSH,EDM,none,53,644.87,0.39,29
RADEK.FAKSA,2017-2018,DAL,none,none,77,1171.82,1,5
RADIM.VRBATA,2017-2018,FLA,none,none,41,530.85,0.18,41
RADKO.GUDAS,2017-2018,PHI,none,none,68,1160.7,-0.82,14
RASMUS.ANDERSSON,2017-2018,CGY,none,none,8,117.12,1.86,74
RASMUS.RISTOLAINEN,2017-2018,BUF,none,none,71,1881.17,-0.53,11
REID.BOUCHER,2017-2018,VAN,none,none,20,227.52,0.48,62
REILLY.SMITH,2017-2018,VGK,none,none,66,1180.8,2.33,16
REMI.ELIE,2017-2018,DAL,none,none,71,723.87,0.75,11
RETO.BERRA,2017-2018,ANA,none,none,5,181.95,4.41,77
RICHARD.PANIK,2017-2018,CHI,ARI,none,70,1054.72,0.91,12
RICKARD.RAKELL,2017-2018,ANA,none,none,75,1452.58,2.55,7
RICK.NASH,2017-2018,NYR,BOS,none,71,1210.97,2.71,11
RILEY.NASH,2017-2018,BOS,none,none,76,1171.1,0.36,6
RILEY.SHEAHAN,2017-2018,DET,PIT,none,79,1155.52,0.35,3
ROBERT.BORTUZZO,2017-2018,STL,none,none,70,1032.83,-0.08,12
ROBERT.HAGG,2017-2018,PHI,none,none,70,1269.03,-0.83,12
ROBERTO.LUONGO,2017-2018,FLA,none,none,33,1897.85,4.49,49
ROBIN.LEHNER,2017-2018,BUF,none,none,53,2852.02,-0.31,29
ROB.O'GARA,2017-2018,BOS,NYR,none,28,432.33,-1.26,54
